"qid","wp_title","title","insee"
"Q326806","fr:Maillat","Maillat","01228"
"Q838743","fr:Malafretaz","Malafretaz","01229"
"Q677790","fr:Mantenay-Montlin","Mantenay-Montlin","01230"
"Q363195","fr:Manziat","Manziat","01231"
"Q274695","fr:Marboz","Marboz","01232"
"Q542133","fr:Marchamp","Marchamp","01233"
"Q840157","fr:Marignieu","Marignieu","01234"
"Q841608","fr:Marlieux","Marlieux","01235"
"Q533954","fr:Marsonnas","Marsonnas","01236"
"Q272356","fr:Martignat","Martignat","01237"
"Q742517","fr:Massieux","Massieux","01238"
"Q838682","fr:Massignieu-de-Rives","Massignieu-de-Rives","01239"
"Q275197","fr:Matafelon-Granges","Matafelon-Granges","01240"
"Q782569","fr:Meillonnas","Meillonnas","01241"
"Q839850","fr:Mérignat","Mérignat","01242"
"Q772337","fr:Messimy-sur-Saône","Messimy-sur-Saône","01243"
"Q243579","fr:Meximieux","Meximieux","01244"
"Q208432","fr:Bohas-Meyriat-Rignat","Bohas-Meyriat-Rignat","01245"
"Q842791","fr:Mézériat","Mézériat","01246"
"Q18103","fr:Mijoux","Mijoux","01247"
"Q274703","fr:Mionnay","Mionnay","01248"
"Q363100","fr:Miribel (Ain)","Miribel","01249"
"Q747899","fr:Misérieux","Misérieux","01250"
"Q843576","fr:Mogneneins","Mogneneins","01252"
"Q653371","fr:Montagnat","Montagnat","01254"
"Q859336","fr:Montagnieu (Ain)","Montagnieu","01255"
"Q244706","fr:Montanges","Montanges","01257"
"Q840420","fr:Montceaux","Montceaux","01258"
"Q244555","fr:Montcet","Montcet","01259"
"Q844856","fr:Le Montellier","Le Montellier","01260"
"Q742970","fr:Monthieux","Monthieux","01261"
"Q239858","fr:Montluel","Montluel","01262"
"Q839835","fr:Montmerle-sur-Saône","Montmerle-sur-Saône","01263"
"Q845887","fr:Montracol","Montracol","01264"
"Q271354","fr:Montréal-la-Cluse","Montréal-la-Cluse","01265"
"Q244552","fr:Montrevel-en-Bresse","Montrevel-en-Bresse","01266"
"Q271322","fr:Nurieux-Volognat","Nurieux-Volognat","01267"
"Q676079","fr:Murs-et-Gélignieux","Murs-et-Gélignieux","01268"
"Q193937","fr:Nantua","Nantua","01269"
"Q540001","fr:Neuville-les-Dames","Neuville-les-Dames","01272"
"Q842776","fr:Neuville-sur-Ain","Neuville-sur-Ain","01273"
"Q275230","fr:Les Neyrolles","Les Neyrolles","01274"
"Q363159","fr:Neyron","Neyron","01275"
"Q328367","fr:Niévroz","Niévroz","01276"
"Q649588","fr:Nivollet-Montgriffon","Nivollet-Montgriffon","01277"
"Q543920","fr:Oncieu","Oncieu","01279"
"Q988672","fr:Ordonnaz","Ordonnaz","01280"
"Q271347","fr:Ornex","Ornex","01281"
"Q237440","fr:Outriaz","Outriaz","01282"
"Q191856","fr:Oyonnax","Oyonnax","01283"
"Q1002187","fr:Ozan","Ozan","01284"
"Q842948","fr:Parcieux","Parcieux","01285"
"Q21936595","fr:Parves-et-Nattages","Parves-et-Nattages","01286"
"Q328392","fr:Péron","Péron","01288"
"Q784274","fr:Péronnas","Péronnas","01289"
"Q325826","fr:Pérouges","Pérouges","01290"
"Q840426","fr:Perrex","Perrex","01291"
"Q326801","fr:Peyriat","Peyriat","01293"
"Q849181","fr:Peyrieu","Peyrieu","01294"
"Q693575","fr:Peyzieux-sur-Saône","Peyzieux-sur-Saône","01295"
"Q840554","fr:Pirajoux","Pirajoux","01296"
"Q845872","fr:Pizay","Pizay","01297"
"Q328407","fr:Plagne (Ain)","Plagne","01298"
"Q842849","fr:Le Plantay","Le Plantay","01299"
"Q387650","fr:Polliat","Polliat","01301"
"Q774346","fr:Pollieu","Pollieu","01302"
"Q665272","fr:Poncin","Poncin","01303"
"Q269706","fr:Pont-d'Ain","Pont-d'Ain","01304"
"Q840893","fr:Pont-de-Vaux","Pont-de-Vaux","01305"
"Q769579","fr:Pont-de-Veyle","Pont-de-Veyle","01306"
"Q326776","fr:Port (Ain)","Port","01307"
"Q250679","fr:Pougny (Ain)","Pougny","01308"
"Q646670","fr:Pouillat","Pouillat","01309"
"Q840117","fr:Prémeyzel","Prémeyzel","01310"
"Q326791","fr:Prémillieu","Prémillieu","01311"
"Q328385","fr:Prévessin-Moëns","Prévessin-Moëns","01313"
"Q845882","fr:Priay","Priay","01314"
"Q739588","fr:Pugieu","Pugieu","01316"
"Q777019","fr:Ramasse","Ramasse","01317"
"Q663239","fr:Rancé (Ain)","Rancé","01318"
"Q966793","fr:Relevant","Relevant","01319"
"Q842571","fr:Replonges","Replonges","01320"
"Q665520","fr:Revonnas","Revonnas","01321"
"Q840915","fr:Reyrieux","Reyrieux","01322"
"Q274685","fr:Reyssouze","Reyssouze","01323"
"Q840542","fr:Rignieux-le-Franc","Rignieux-le-Franc","01325"
"Q613120","fr:Romans (Ain)","Romans","01328"
"Q848996","fr:Rossillon","Rossillon","01329"
"Q275856","fr:Ruffieu","Ruffieu","01330"
"Q681135","fr:Saint-Alban (Ain)","Saint-Alban","01331"
"Q778973","fr:Saint-André-de-Bâgé","Saint-André-de-Bâgé","01332"
"Q841590","fr:Saint-André-de-Corcy","Saint-André-de-Corcy","01333"
"Q864540","fr:Saint-André-d'Huiriat","Saint-André-d'Huiriat","01334"
"Q853402","fr:Saint-André-le-Bouchoux","Saint-André-le-Bouchoux","01335"
"Q766749","fr:Saint-André-sur-Vieux-Jonc","Saint-André-sur-Vieux-Jonc","01336"
"Q747701","fr:Saint-Bénigne","Saint-Bénigne","01337"
"Q21944483","fr:Groslée-Saint-Benoît","Groslée-Saint-Benoît","01338"
"Q1002098","fr:Saint-Bernard (Ain)","Saint-Bernard","01339"
"Q849177","fr:Saint-Champ","Saint-Champ","01341"
"Q1002122","fr:Sainte-Croix (Ain)","Sainte-Croix","01342"
"Q843587","fr:Saint-Cyr-sur-Menthon","Saint-Cyr-sur-Menthon","01343"
"Q838701","fr:Saint-Denis-lès-Bourg","Saint-Denis-lès-Bourg","01344"
"Q838693","fr:Saint-Denis-en-Bugey","Saint-Denis-en-Bugey","01345"
"Q1016836","fr:Saint-Didier-d'Aussiat","Saint-Didier-d'Aussiat","01346"
"Q842555","fr:Saint-Didier-de-Formans","Saint-Didier-de-Formans","01347"
"Q859330","fr:Saint-Didier-sur-Chalaronne","Saint-Didier-sur-Chalaronne","01348"
"Q674534","fr:Saint-Éloi (Ain)","Saint-Éloi","01349"
"Q846508","fr:Saint-Étienne-du-Bois (Ain)","Saint-Étienne-du-Bois","01350"
"Q859379","fr:Saint-Étienne-sur-Chalaronne","Saint-Étienne-sur-Chalaronne","01351"
"Q843593","fr:Saint-Étienne-sur-Reyssouze","Saint-Étienne-sur-Reyssouze","01352"
"Q864570","fr:Sainte-Euphémie (Ain)","Sainte-Euphémie","01353"
"Q332416","fr:Saint-Genis-Pouilly","Saint-Genis-Pouilly","01354"
"Q843098","fr:Saint-Genis-sur-Menthon","Saint-Genis-sur-Menthon","01355"
"Q601328","fr:Saint-Georges-sur-Renon","Saint-Georges-sur-Renon","01356"
"Q275210","fr:Saint-Germain-de-Joux","Saint-Germain-de-Joux","01357"
"Q515730","fr:Saint-Germain-les-Paroisses","Saint-Germain-les-Paroisses","01358"
"Q840510","fr:Saint-Germain-sur-Renon","Saint-Germain-sur-Renon","01359"
"Q328380","fr:Saint-Jean-de-Gonville","Saint-Jean-de-Gonville","01360"
"Q369021","fr:Saint-Jean-de-Niost","Saint-Jean-de-Niost","01361"
"Q784676","fr:Saint-Jean-de-Thurigneux","Saint-Jean-de-Thurigneux","01362"
"Q454581","fr:Saint-Jean-le-Vieux (Ain)","Saint-Jean-le-Vieux","01363"
"Q840506","fr:Saint-Jean-sur-Reyssouze","Saint-Jean-sur-Reyssouze","01364"
"Q853385","fr:Saint-Jean-sur-Veyle","Saint-Jean-sur-Veyle","01365"
"Q781375","fr:Sainte-Julie (Ain)","Sainte-Julie","01366"
"Q550472","fr:Saint-Julien-sur-Reyssouze","Saint-Julien-sur-Reyssouze","01367"
"Q14964","fr:Saint-Julien-sur-Veyle","Saint-Julien-sur-Veyle","01368"
"Q859353","fr:Saint-Just (Ain)","Saint-Just","01369"
"Q839759","fr:Saint-Laurent-sur-Saône","Saint-Laurent-sur-Saône","01370"
"Q853448","fr:Saint-Marcel (Ain)","Saint-Marcel","01371"
"Q653131","fr:Saint-Martin-de-Bavel","Saint-Martin-de-Bavel","01372"
"Q275313","fr:Saint-Martin-du-Frêne","Saint-Martin-du-Frêne","01373"
"Q864455","fr:Saint-Martin-du-Mont (Ain)","Saint-Martin-du-Mont","01374"
"Q855935","fr:Saint-Martin-le-Châtel","Saint-Martin-le-Châtel","01375"
"Q11981","fr:Saint-Maurice-de-Beynost","Saint-Maurice-de-Beynost","01376"
"Q325794","fr:Saint-Maurice-de-Gourdans","Saint-Maurice-de-Gourdans","01378"
"Q537815","fr:Saint-Maurice-de-Rémens","Saint-Maurice-de-Rémens","01379"
"Q840777","fr:Saint-Nizier-le-Bouchoux","Saint-Nizier-le-Bouchoux","01380"
"Q853549","fr:Saint-Nizier-le-Désert","Saint-Nizier-le-Désert","01381"
"Q845878","fr:Sainte-Olive","Sainte-Olive","01382"
"Q274716","fr:Saint-Paul-de-Varax","Saint-Paul-de-Varax","01383"
"Q589126","fr:Saint-Rambert-en-Bugey","Saint-Rambert-en-Bugey","01384"
"Q679713","fr:Saint-Rémy (Ain)","Saint-Rémy","01385"
"Q741820","fr:Saint-Sorlin-en-Bugey","Saint-Sorlin-en-Bugey","01386"
"Q853408","fr:Saint-Sulpice (Ain)","Saint-Sulpice","01387"
"Q838736","fr:Saint-Trivier-de-Courtes","Saint-Trivier-de-Courtes","01388"
"Q840949","fr:Saint-Trivier-sur-Moignans","Saint-Trivier-sur-Moignans","01389"
"Q576732","fr:Saint-Vulbas","Saint-Vulbas","01390"
"Q772905","fr:Salavre","Salavre","01391"
"Q326796","fr:Samognat","Samognat","01392"
"Q845837","fr:Sandrans","Sandrans","01393"
"Q840087","fr:Sault-Brénaz","Sault-Brénaz","01396"
"Q339121","fr:Sauverny (Ain)","Sauverny","01397"
"Q325478","fr:Savigneux (Ain)","Savigneux","01398"
"Q275812","fr:Ségny","Ségny","01399"
"Q853464","fr:Seillonnaz","Seillonnaz","01400"
"Q326447","fr:Sergy (Ain)","Sergy","01401"
"Q840839","fr:Sermoyer","Sermoyer","01402"
"Q993739","fr:Serrières-de-Briord","Serrières-de-Briord","01403"
"Q841574","fr:Serrières-sur-Ain","Serrières-sur-Ain","01404"
"Q859349","fr:Servas (Ain)","Servas","01405"
"Q841399","fr:Servignat","Servignat","01406"
"Q243097","fr:Seyssel (Ain)","Seyssel","01407"
"Q777557","fr:Simandre-sur-Suran","Simandre-sur-Suran","01408"
"Q275801","fr:Sonthonnax-la-Montagne","Sonthonnax-la-Montagne","01410"
"Q840120","fr:Souclin","Souclin","01411"
"Q864584","fr:Sulignat","Sulignat","01412"
"Q271317","fr:Surjoux","Surjoux","01413"
"Q275846","fr:Sutrieu","Sutrieu","01414"
"Q275869","fr:Talissieu","Talissieu","01415"
"Q637366","fr:Tenay","Tenay","01416"
"Q462659","fr:Thézillieu","Thézillieu","01417"
"Q363180","fr:Thil (Ain)","Thil","01418"
"Q457678","fr:Thoiry (Ain)","Thoiry","01419"
"Q843583","fr:Thoissey","Thoissey","01420"
"Q845848","fr:Torcieu","Torcieu","01421"
"Q864300","fr:Tossiat","Tossiat","01422"
"Q840412","fr:Toussieux","Toussieux","01423"
"Q648148","fr:Tramoyes","Tramoyes","01424"
"Q547743","fr:La Tranclière","La Tranclière","01425"
"Q21912465","fr:Val-Revermont","Val-Revermont","01426"
"Q244565","fr:Trévoux","Trévoux","01427"
"Q864432","fr:Valeins","Valeins","01428"
"Q327991","fr:Vandeins","Vandeins","01429"
"Q325488","fr:Varambon","Varambon","01430"
"Q549629","fr:Vaux-en-Bugey","Vaux-en-Bugey","01431"
"Q840502","fr:Verjon","Verjon","01432"
"Q844885","fr:Vernoux","Vernoux","01433"
"Q843105","fr:Versailleux","Versailleux","01434"
"Q339107","fr:Versonnex (Ain)","Versonnex","01435"
"Q275265","fr:Vesancy","Vesancy","01436"
"Q843580","fr:Vescours","Vescours","01437"
"Q843590","fr:Vésines","Vésines","01439"
"Q275223","fr:Vieu-d'Izenave","Vieu-d'Izenave","01441"
"Q275930","fr:Vieu","Vieu","01442"
"Q18104","fr:Villars-les-Dombes","Villars-les-Dombes","01443"
"Q857830","fr:Villebois","Villebois","01444"
"Q840214","fr:Villemotier","Villemotier","01445"
"Q628628","fr:Villeneuve (Ain)","Villeneuve","01446"
"Q840146","fr:Villereversure","Villereversure","01447"
"Q271444","fr:Villes","Villes","01448"
"Q602039","fr:Villette-sur-Ain","Villette-sur-Ain","01449"
"Q783452","fr:Villieu-Loyes-Mollon","Villieu-Loyes-Mollon","01450"
"Q838679","fr:Viriat","Viriat","01451"
"Q239863","fr:Virieu-le-Grand","Virieu-le-Grand","01452"
"Q244544","fr:Virieu-le-Petit","Virieu-le-Petit","01453"
"Q744275","fr:Virignin","Virignin","01454"
"Q838515","fr:Vongnes","Vongnes","01456"
"Q243104","fr:Vonnas","Vonnas","01457"
"Q237418","fr:Abbécourt","Abbécourt","02001"
"Q244537","fr:Achery","Achery","02002"
"Q677091","fr:Acy","Acy","02003"
"Q676741","fr:Agnicourt-et-Séchelles","Agnicourt-et-Séchelles","02004"
"Q369171","fr:Aguilcourt","Aguilcourt","02005"
"Q676922","fr:Aisonville-et-Bernoville","Aisonville-et-Bernoville","02006"
"Q677264","fr:Aizelles","Aizelles","02007"
"Q677331","fr:Aizy-Jouy","Aizy-Jouy","02008"
"Q843110","fr:Alaincourt (Aisne)","Alaincourt","02009"
"Q842583","fr:Allemant (Aisne)","Allemant","02010"
"Q528325","fr:Ambleny","Ambleny","02011"
"Q840135","fr:Ambrief","Ambrief","02012"
"Q990689","fr:Amifontaine","Amifontaine","02013"
"Q853973","fr:Amigny-Rouy","Amigny-Rouy","02014"
"Q864373","fr:Ancienville","Ancienville","02015"
"Q844190","fr:Andelain","Andelain","02016"
"Q854233","fr:Anguilcourt-le-Sart","Anguilcourt-le-Sart","02017"
"Q840966","fr:Anizy-le-Château","Anizy-le-Château","02018"
"Q609579","fr:Annois","Annois","02019"
"Q677001","fr:Any-Martin-Rieux","Any-Martin-Rieux","02020"
"Q864437","fr:Archon (Aisne)","Archon","02021"
"Q853869","fr:Arcy-Sainte-Restitue","Arcy-Sainte-Restitue","02022"
"Q79201","fr:Armentières-sur-Ourcq","Armentières-sur-Ourcq","02023"
"Q853850","fr:Arrancy","Arrancy","02024"
"Q677435","fr:Artemps","Artemps","02025"
"Q991803","fr:Assis-sur-Serre","Assis-sur-Serre","02027"
"Q383977","fr:Athies-sous-Laon","Athies-sous-Laon","02028"
"Q41475","fr:Attilly","Attilly","02029"
"Q332057","fr:Aubencheul-aux-Bois","Aubencheul-aux-Bois","02030"
"Q274692","fr:Aubenton","Aubenton","02031"
"Q782684","fr:Aubigny-aux-Kaisnes","Aubigny-aux-Kaisnes","02032"
"Q864448","fr:Aubigny-en-Laonnois","Aubigny-en-Laonnois","02033"
"Q745179","fr:Audignicourt","Audignicourt","02034"
"Q853989","fr:Audigny","Audigny","02035"
"Q526523","fr:Augy (Aisne)","Augy","02036"
"Q851559","fr:Aulnois-sous-Laon","Aulnois-sous-Laon","02037"
"Q847044","fr:Les Autels (Aisne)","Les Autels","02038"
"Q849848","fr:Autremencourt","Autremencourt","02039"
"Q853994","fr:Autreppes","Autreppes","02040"
"Q990728","fr:Autreville (Aisne)","Autreville","02041"
"Q849825","fr:Azy-sur-Marne","Azy-sur-Marne","02042"
"Q864623","fr:Bagneux (Aisne)","Bagneux","02043"
"Q864736","fr:Bancigny","Bancigny","02044"
"Q854163","fr:Barenton-Bugny","Barenton-Bugny","02046"
"Q853796","fr:Barenton-Cel","Barenton-Cel","02047"
"Q428084","fr:Barenton-sur-Serre","Barenton-sur-Serre","02048"
"Q864534","fr:Barisis-aux-Bois","Barisis-aux-Bois","02049"
"Q851401","fr:Barzy-en-Thiérache","Barzy-en-Thiérache","02050"
"Q864409","fr:Barzy-sur-Marne","Barzy-sur-Marne","02051"
"Q853775","fr:Bassoles-Aulers","Bassoles-Aulers","02052"
